No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
1327,50,31,PERAMALAN CALON JUARA LIGA SEPAKBOLA DENGAN MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS AHPSTUDI KASUS LIGA CHAMPIONS EROPA 2018,6.846096649197585e-48
1328,50,36,RANCANG BANGUN GAME BALAP UNTUK PENGGUNA SEPEDA STATIS BASIS KINECT,1.9703424742313416e-17
1329,50,36,PENGEMBANGAN GAME 2D “MOOTEE” MENGGUNAKAN METODE AHP,7.416807291930599e-31
1330,50,25,IDENTIFIKASI KUALITAS IKAN BANDENG BERDASARKAN WARNA MATA IKAN MENGGUNAKAN METODE BACKPROPAGATION,6.769410101535142e-59
1331,50,2,Pengembangan Game Marine Ecosystem Hero Menggunakan Fuzzy Logic,2.1344595538962643e-24
1332,50,38,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,2.164679141458983e-44
1333,50,36,GAME EDUKASI PENGENALAN BENDA “THINGS AROUND ME” DALAM BAHASA INGGRIS,2.353320437527261e-22
1334,50,14,Pengembangan Sistem Informasi Security Clearance Identification Berbasis Rfid Di PT Angkasa Pura I Juanda Surabaya,9.069807799053158e-39
1335,50,1,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,5.358466506221431e-47
1336,50,30,Analisis Dan Rancang Bangun Sistem Informasi Peramalan Tingkat Penjualan Produk Telkom,6.9143638663162e-50
1337,50,20,RANCANG BANGUN IMPLEMENTASI STEGANOGRAFI AUDIO MENGGUNAKAN METODE LEAST SIGNIFICANT BIT LSB DENGAN KOMBINASI ALGORITMA BLOWFISH,1.07683523189942e-35
1338,50,5,Analisis dan Perancangan Sistem Pakar Penentuan Penyakit Kucing Menggunakan Metode Forward Chaining Berbasis Web,2.528979828282675e-58
1339,50,14,Simulasi Perancangan Denah Virtual Reality dan Digital Signage di Mall,5.3097320191548547e-17
1340,50,32,Sistem Informasi Akuntansi Pengelolaan Keuangan dan Anggaran Badan Usaha Milik Desa BUMDesStudi Kasus BUMDes Desa Pakisaji Kabupaten Malang,5.019620597657334e-143
1341,51,23,Deteksi Kanker Kulit Melanoma dengan Linear Discriminant Analysis-Fuzzy k-Nearest Neigbhour Lp-Norm,3.9316645224043237e-17
1342,51,7,Klasifikasi Menggunakan Kombinasi Multilayer Perceptron dan Aligment Particle Swarm Optimization,4.6436923651539086e-20
1343,51,25,Segmentasi Penyakit Pada Citra Daun Tebu Menggunakan Fuzzy C Means–Support Vector Machine Dengan Fitur Warna A,1.793420421443672e-38
1344,51,31,Sistem Pengambil Keputusan Rekomendasi Lokasi Wisata Malang Raya Dengan Metode MOORA,9.158195086263476e-56
1345,51,31,Sistem Pendukung Keputusan Penentuan Penerimaan Mahasiswa Baru Jalur Bidikmisi Menggunakan Metode Topsis Studi Kasus Politeknik Negeri Malang,6.295667505335187e-77
1346,51,30,Penerapan Metode Single Exponential Smoothing Menggunakan Pendekatan Adaptif Pada Peramalan Jumlah Pelanggan dan Kebutuhan Air Pada PDAM Kota Probolinggo,6.796444383192311e-74
1347,51,25,Deteksi ikan bandeng berformalin berdasarkan citra insang menggunakan metode naive bayes classifier,5.521355975431267e-49
1348,51,31,Sistem Pendukung Keputusan Pemilihan Rumah Sakit Dengan Pelayanan Rawat Inap Terbaik,1.3000279372023945e-23
1349,51,2,Penerapan Algoritma A* Untuk Penentuan Jalur Pendakian Terbaik Pada Game Petualangan 3D,3.0003734786002908e-74
1350,51,27,Penerapan Aplikasi Up-Event pada Tata Kelola Kegiatan Multi Vendor,1.6407106149618634e-32
1351,51,35,Pelatihan Pengenalan Rambu-Rambu Lalu Lintas dan Prioritas Pengguna Jalan Menggunakan Media Interaktif,3.948163480860703e-101
1352,51,7,Kombinasi Metode Logical Binary Pattern dan K-Nearest Neighbor untuk Identifikasi Lubang pada Jalan Aspal,1.941573456521663e-50
1353,51,31,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN LOKASI PETERANAKAN AYAM PETELUR MENGGUNAKAN METODE WEIGHTED AGGREGATED SUM PRODUCT ASSESSMENT,3.0870925058372746e-64
1354,51,31,Sistem Pendukung Keputusan Berbasis Web Rekomendasi Pekerjaan Bagi Lulusan JTI Polinema Dengan Metode SAW,8.986864973178359e-58
1355,51,31,Sistem Pendukung Keputusan Guru Berprestasi Berbasis Java Desktop Dengan Penggabungan Metode SAW dan Topsis,6.073949155247177e-32
1356,51,7,Rekomendasi Artikel Terkait Pada Berita Online Menggunakan Teknik Text Mining,1.3104049154842897e-50
1357,51,25,Ekstraksi Fitur Citra Buah Salak Untuk Penentuan Mutu Buah Salak Menggunakan Pengolahan Citra Digital,1.892313737330404e-58
1358,51,25,Deteksi kesegaran daging sapi berdasarkan ekstraksi fitur warna dan tekstur,7.255047336665578e-55
1359,51,34,Pengaruh Kegiatan Corporate Social Responsibility Pada Perguruan Tinggi Dan Dampaknya Terhadap Citra Perguruan Tinggi Dan Loyalitas Mahasiswa Universitas Narotama Surabaya …,2.9218054266691264e-46
1360,51,27,SISTEM INFORMASI MANAJEMEN PEMESANAN USAHA KATERING DI PANTI ASUHAN PUTRI AISYIYAH MALANG,1.8775237475697857e-77
1361,51,23,PENGENALAN JENIS TANAMAN MANGGA BERDASARKAN BENTUK DAN TEKSTUR DAUN MENGGUNAKAN KECERDASAN ARTIFISIAL K-NEAREST NEIGHBOR KNN DAN FUSI INFORMASI,1.2874055937777925e-44
1362,51,25,IDENTIFIKASI KESEGARAN IKAN LAUT BERDASARKAN CITRA HUE SATURATION VALUE DAN MORFOLOGI,9.850380633153248e-52
1363,51,27,PENGEMBANGAN SISTEM INFORMASI DISSOLVED GAS ANALYSIS DGA PADA TRANSFORMATOR DAYA,2.4463220291499345e-21
1364,51,31,PEMILIHAN KANAL YOUTUBE PEMBELAJARAN ANDROID TERBAIK MENGGUNAKAN METODE MOORA DAN BORDA,2.711863972469235e-15
1365,51,31,Perbandingan Metode MOORA Dengan TOPSIS Dalam Perancangan Sistem Rekomendasi Pemilihan Jurusan Untuk Siswa Sekolah Menengah Atas SMA,2.505986454639176e-79
1366,51,33,SISTEM INFORMASI PELAYANAN PERIZINAN PADA KECAMATAN SIP3K GEMPOL BERBASIS WEBSITE,2.5488813787811813e-25
1367,51,7,PENGGUNAAN METODE LOCAL BINARY PATTERN DAN KLASIFIKASI K-NEAREST NEIGHBOR KNN UNTUK MENGINDENTIFIKASI LUBANG PADA JALAN ASPAL,7.822868039477229e-56
1368,51,25,KLASIFIKASI JENIS TANAMAN MANGGA BERDASARKAN BENTUK DAN TEKSTUR DAUN MENGGUNAKAN K-NEAREST NEIGHBOR KNN,2.5412567337566232e-70
1369,51,36,Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,4.5942280405719735e-43
1370,51,7,IMPLEMENTASI METODE SUPPORT VECTOR MACHINE UNTUK DIAGNOSIS FAULT PADA TRANSFORMATOR DAYA,1.8658090714394595e-38
1371,51,31,Sistem Pendukung Keputusan Untuk Menentukan Jenis Investasi Menggunakan Metode Fuzzy Dan Cost Benefit Analysis,3.399132128162666e-43
1372,51,31,PENENTUAN ONLINE SHOP TERBAIK MENGGUNAKAN METODE TOPSIS,8.043893679085193e-20
1373,51,23,Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,3.5790638483023305e-67
1374,51,31,PENGEMBANGAN APLIKASI E–PKDRT MENGGUNAKAN METODE FUZZY TSUKAMOTO BERBASIS ANDROID STUDI KASUS= DP3AP2KB,1.2171936529864851e-54
1375,51,36,GAME EDUKASI 2D TENTANG RAMBU–RAMBU DAN TATA TERTIB BERLALU LINTAS DENGAN METODE FUZZY SUGENO BERBASIS ANDROID,4.304423436790692e-72
1376,51,3,PENERAPAN ALGORITMA K-MEANS CLUSTERING UNTUK MENENTUKAN PEMBAGIAN KELAS SISWA BARU,1.6416892410982632e-45
1377,51,30,Perancangan Sistem Penunjang Keputusan Pengendalian Stok Barang Dengan Metode Triple Exponential Smoothing,5.942283056930711e-31
1378,51,25,SEGMENTASI PENYAKIT PADA CITRA DAUN TEBU MENGGUNAKAN METODE HYBRID ARTIFICIAL BEE COLONY-FUZZY C MEANS,1.5019955086249238e-26
1379,51,19,Pengenalan Chord Otomatis Menggunakan Haar Wavelet dan Jaringan Syaraf Tiruan Hopfield,2.8206634226133645e-26
1380,53,35,Kontribusi Ergonomi Komputer Kelengkapan Fasilitas dan Kesesuaian Fasilitas Praktik terhadap Kesehatan Ergonomi Komputer Studi Paket Keahlian Multimedia Upt Pelatihan Kerja …,5.1855171829022875e-47
1381,53,35,PELATIHAN LESSON PLAN BERDASARKAN PEMBELAJARAN KONSTRUKTIVISTIK BERBASIS MULTIMEDIA BAGI GURU SMA,6.066193811405398e-53
1382,54,7,Implementasi Twitter Sentiment Analysis Untuk Review Film Menggunakan Algoritma Support Vector Machine,2.999501641020954e-28
1383,54,3,Implementasi Teknik Crawling Untuk Pengumpulan Data Dari Media Sosial Twitter,6.749217545329991e-21
1384,54,2,IMPLEMENTASI NLP DENGAN KONVERSI KATA PADA SISTEM CHATBOT KONSULTASI LAKTASI,7.0890556534470385e-12
1385,54,7,IMPLEMENTASI SENTIMEN ANALISIS KOMENTAR CHANNEL VIDEO PELAYANAN PEMERINTAH DI YOUTUBE MENGGUNAKAN ALGORITMA NAÏVE BAYES,1.2395416307881975e-30
1386,54,26,Analisis dan Desain Sistem Informasi Akademik Politeknik Negeri Malang Menggunakan Metode Rapid Application Development RAD,1.2378626438969206e-37
1387,54,3,Implementasi Text Mining Pada Website/Blog Di Internet Untuk Menilai Kinerja Suatu Organisasi,1.0433458846648137e-52
1388,54,32,Penerapan Metode Design Thinking Pada Perancangan User Interface Aplikasi Kotakku,3.1490925358476192e-46
1389,54,38,Penerapan Library AR JS untuk Pembuatan Augmented Reality Sebagai Media Pembelajaran Pengenalan Hewan,3.252809552164369e-76
1390,54,30,Sistem Peramalan Penjualan Sepeda Motor Yamaha Di Sentral Yamaha Malang Dengan Metode Least Square,5.458447063442312e-42
1391,54,4,Implementasi Explicit Semantic Analysis Berbahasa Indonesia Menggunakan Corpus Wikipedia Indonesia,1.3008671211225429e-15
1392,54,31,Sistem Pendukung Keputusan Dengan Menerapkan Metode ELECTRE dalam Menentukan Prioritas Calon Debitur,5.47305611665908e-53
1393,54,28,KLASTERISASI WILAYAH TANAH LONGSOR BERDASARKAN DAMPAK WILAYAH DAN GEOGRAFIS MENGGUNAKAN METODE K-MEANS Studi Kasus Kabupaten dan Kota di Jawa Timur,1.302044829172366e-89
1394,54,4,Pencarian pasal pada UU ITE berdasarkan kasus cyber crime dengan metode Latent Semantic Indexing LSI,9.083355179119208e-57
1395,54,3,Improvisasi Teknik Oversampling MWMOTE Untuk Penanganan Data Tidak Seimbang,1.9639723238739327e-48
1396,54,35,Hasil Pengujian Aplikasi Permainan Pada Anak Usia 7-11 Tahun Untuk Meningkatkan Konsentrasi,1.7698144222573668e-85
1397,54,32,RANCANG BANGUN APLIKASI SIAKAD MENGGUNAKAN METODE USER CENTERED DESIGN,6.04837768647828e-48
1398,54,31,Pengembangan Website Sistem Pendukung Keputusan Untuk Menentukan Gizi Balita Di Kota Kediri Menggunakan Metode Fuzzy Mamdani,3.553964580684916e-72
1399,54,3,PROTOTYPING GO-FOOD BERDASARKAN EVALUASI PENGALAMAN PENGGUNA DENGAN METODE HEURISTIC EVALUATION,5.498838692491602e-26
1400,54,37,APLIKASI PEMBELAJARAN BAHASA ISYARAT BERBASIS ANDROID UNTUK SISWA TUNA RUNGU KELAS 1 SEKOLAH DASAR DI SLB BC SUMBERPUCUNG,3.2790950450601285e-30
1401,54,32,MODIFIKASI FITUR IMPORT USER DAN SOAL PLATFORM TC EXAM DI SISTEM UJIAN ONLINE JTI POLINEMA,7.001074867729879e-49
1402,54,32,Perancangan dan Pembuatan Aplikasi Jual Beli Barang Bekas Praktikum Mahasiswa Polinema,2.107387784301129e-56
1403,54,28,RANCANG BANGUN SISTEM KLASTERISASI WILAYAH TANAH LONGSOR BERDASARKAN DAMPAK WILAYAH DAN GEOGRAFIS MENGGUNAKAN METODE K-MEANS Studi Kasus Kabupaten dan Kota di Jawa Timur,8.203981116356001e-103
1404,54,28,PROTOTYPING APLIKASI PEMESANAN TEMPAT DAN LAYANAN ANTAR MAKANAN BERBASIS ANDROID GOMAN,5.440879318851022e-24
1405,54,31,PENGEMBANGAN WEBSITE SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN GIZI BALITA DI KOTA KEDIRI MENGGUNAKAN METODE FUZZY MAMDANI,3.553964580684916e-72
1406,54,7,KLASIFIKASI TOPIK DAN MOOD LAGU BERDASARKAN LIRIK DAN CHORD MENGGUNAKAN METODE K-NEAREST NEIGHBOR,3.1752521595578473e-36
1407,54,4,Pencarian Undang-Undang Berbasis Semantic Search,7.654587739853466e-31
1408,54,4,Sistem Koreksi Kesalahan Pengetikan Kata Kunci dalam Pencarian Artikel Menggunakan Algoritma Jaro-Winkler,2.4899443726528642e-20
1409,54,7,ANALISA SISTEM KLASIFIKASI JUDUL SKRIPSI MENGGUNAKAN METODE NAÏVE BAYES CLASSIFIER,1.1860726840954883e-26
1410,54,4,IMPLEMENTASI TERM WEIGHTING MENGGUNAKAN METODE TF IDF PADA SISTEM PENCARIAN TERJEMAHAN HADIS SHAHIH MUSLIM,1.405227249929451e-45
1411,54,4,Pengembangan Sistem Konversi Dokumen Undang-Undang Republik Indonesia dari Format Teks ke XML,2.9609255294746336e-54
1412,54,4,Sistem Pengecekan Tata Bahasa Indonesia Menggunakan Pendekatan Natural Language Processing,5.766554394413704e-22
1413,54,7,ANALISIS SENTIMEN TERHADAP OJEK ONLINE MENGGUNAKAN NAÏVE BAYES DENGAN PEMBOBOTAN TF IDF,5.363628637469774e-55
1414,54,31,Penerapan Penilaian Kinerja dalam Upaya Meningkatkan Kepuasan Kerja Karyawan Studi Kasus Pada PT Indocement Tunggal Prakarsa Tbk,1.6592180301577588e-38
1415,55,28,Pengembangan Sistem Informasi Perijinan Tenaga Kesehatan dengan Menggunakan Metode Back End dan Front End,9.674122944922219e-29
1416,55,7,Pengembangan Aplikasi Munsell Soil Color Detection Chart Index Menggunakan Metode Support Vector Machine,4.882250213942549e-58
1417,55,30,Pengembangan Sistem Informasi Peramalan Penjualan Guna Menentukan Kebutuhan Bahan Baku Pupuk Menggunakan Metode Triple Exponential Smoothing,2.7439951655326832e-33
1418,55,25,Identifikasi Penyakit pada Daun Tomat Berdasarkan Fitur Warna dan Tekstur,8.833897868104046e-50
1419,55,19,Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,3.956675829611849e-32
1420,55,12,Implementasi web crawler dan perangkingan data hotel menggunakan metode ANP,2.4345718877796377e-25
1421,55,32,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,1.3272456446333676e-66
1422,55,3,Penerapa Metode Hierarchical Clustering Dan K-Means Clustering Untuk Mengelompokkan Potensi Lokasi Penjualan Linkaja,1.598115472658995e-51
1423,55,18,Sistem informasi multiplatform repositori data dosen berbasis react menggunakan framework kanban,1.985672253947863e-33
1424,55,7,Kombinasi Metode Logical Binary Pattern dan K-Nearest Neighbor untuk Identifikasi Lubang pada Jalan Aspal,1.941573456521663e-50
1425,55,27,DESAIN FRAMEWORK LINE CHATBOT MENGGUNAKAN NODEJS DAN MONGODB,2.1677432718770483e-40
1426,55,27,Aplikasi Whatsapp Gateway Untuk Notifikasi Surat Peringatan Mahasiswa Menggunakan Metode Mesin Turing Dan Rest,2.2554395921157517e-90
1427,55,38,APLIKASI PENGHITUNG KOLONI BAKTERI BERBASIS ANDROID,3.453117360400262e-26
1428,55,28,Pengukuran Otomatis Lebar Cortical Bone pada Dental Panoramic Radiograph,4.7459076946722745e-12
1429,55,34,Perancangan User Interface Sistem Informasi Alumni Menggunakan Metode Webuse Dan User Centered Design,4.171467209989222e-52
1430,55,28,SISTEM UMKM ONLINE PRODUK PENJUALAN KAMPOENG SEJARAH KOTA MALANG BERBASIS WEBSITE,1.406811475401556e-117
1431,55,28,RANCANG BANGUN APLIKASI MOBILE REVIEW MOBIL CAR ARENA MENGGUNAKAN ANDROID ARCHITECTURE COMPONENT DENGAN ONLINE FIRST APPROACH,3.2489518271783705e-35
1432,55,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN OBJEK WISATA MENGGUNAKAN METODE DEMPSTER-SHAFER,1.7821813606501222e-40
1433,55,31,PENERAPAN METODE PROFILE MATCHING UNTUK SELEKSI PEMAIN INTI FUTSAL STUDI KASUS KLUB BLITAR POETRA,5.830451174603834e-25
1434,55,38,PENERAPAN METODE GAMIFIKASI PADA APLIKASI MOSAM MONEY SAMPAH BERBASIS MOBILE,6.799445118959273e-20
1435,55,32,MODIFIKASI FITUR IMPORT USER DAN SOAL PLATFORM TC EXAM DI SISTEM UJIAN ONLINE JTI POLINEMA,7.001074867729879e-49
1436,55,22,LITERASI DIGITAL UNTUK MENINGKATKAN ETIKA KOMUNIKASI DIGITAL BAGI KOMUNITAS REENACTOR NGALAM,6.679663320012738e-57
1437,55,18,Aplikasi Android dengan Online First Approach dan Local Database Cache,2.1998893309218225e-42
1438,55,38,APLIKASI MANAJEMEN KEUANGAN PRIBADI BERBASIS ANDROID,4.102072810134656e-25
1439,55,27,PENGEMBANGAN SISTEM REPOSITORY DOSEN JURUSAN TEKNOLOGI INFORMASI MENGGUNAKAN FULL STACK JAVASCRIPT DENGAN MULTIPLATFORM,2.7708723616050468e-21
1440,55,7,PENGGUNAAN METODE LOCAL BINARY PATTERN DAN KLASIFIKASI K-NEAREST NEIGHBOR KNN UNTUK MENGINDENTIFIKASI LUBANG PADA JALAN ASPAL,7.822868039477229e-56
1441,55,7,TEXT EXTRACTION PADA PLAT NOMOR KENDARAAN BERMOTOR BERBASIS IMAGE PROCESSING MENGGUNAKAN METODE ZONING DAN SUPPORT VECTOR MACHINE,3.959630204473198e-86
1442,55,23,Deteksi Plagiarisme Padadokumen Skripsi Berdasarkan Tingkat Kesamaan dengan Menggunakan Metode Longest Common Subsequence,1.1651562035084024e-23
1443,55,25,Klasifikasi Citra Daging Berdasarkan Fitur Warna dan Tekstur Berbasis Android,1.8486172876780563e-46
1444,55,2,PENERAPAN ARTIFICIAL INTELLIGENCE PADA GAME 2D CAT VS DOG MENGGUNAKAN FINITE STATE MACHINE BERBASIS ANDROID,4.317494973679667e-87
1445,55,36,PENGEMBANGAN FIGHTING GAME DENGAN TOKOH PAHLAWAN INDONESIA,1.807974057253633e-23
1446,55,36,GAME EDUCATION TEBAK GAMBAR HEWAN VERTEBRATA DAN INVERTEBRATA BERBASIS ANDROID,4.09422278455714e-30
1447,55,36,GAME EDUKASI 2D TENTANG RAMBU–RAMBU DAN TATA TERTIB BERLALU LINTAS DENGAN METODE FUZZY SUGENO BERBASIS ANDROID,4.304423436790692e-72
1448,55,23,APLIKASI UNTUK MENGUKUR JARAK ANTARA ANGGOTA TOURING YANG TERTINGGAL MENGGUNAKAN METODE K-NEAREST NEIGHBOUR,3.036696278270853e-66
1449,55,2,Pembuatan aplikasi game edukasi untuk pembelajaran transportasi bahasa inggris bagi anak sekolah dasar dengan metode fisher yates shuffle dan metode finite state machine FSM,1.2916962666416556e-118
1450,55,23,LOCAL THRESHOLDING BERDASARKAN BENTUK UNTUK BINERISASI CITRA DOKUMEN,6.273823435867034e-23
1451,56,4,Aplikasi penentuan dosen penguji skripsi menggunakan metode TF-IDF dan vector space model,3.9055227343546107e-29
1452,56,7,Klasifikasi Sentiment Analysis Pada Komentar Peserta Diklat Menggunakan Metode K-Nearest Neighbor,2.341414145788625e-28
1453,56,6,Penanganan Gangguan Listrik Rumah Tangga Menggunakan Algoritma Greedy Untuk Penentuan Jarak Optimal,8.989769745826043e-35
1454,56,3,Penerapan Metode K-Means Dan C4 5 Untuk Prediksi Penderita Diabetes,5.818761123989346e-20
1455,56,4,Penerapan Vector Space Model Dalam Klasifikasi Penilaian Thematic Appeception Test,6.830411819455967e-38
1456,56,31,Perbaikan Metode Stanford Recognizing Textual Entailment Pada Kalimat Mengandung Aritmatika,2.1763819877896489e-07
1457,56,37,Implementasi Algoritma Fuzzy C-Means pada Kasus Stunting Balita Berbasis Website,1.945390488762224e-46
1458,56,4,Rancang Bangun Sistem Cerdas Thematic Apperception Test Menggunakan Metode Vector Space Model,7.738915339594135e-48
1459,56,7,KLASIFIKASI KALIMAT MENGANDUNG PERUNDUNGAN BENTUK TUBUH BODY SHAMING PADA MICROBLOGGING MENGGUNAKAN METODE SUPPORT VECTOR MACHINE,9.523003364814892e-36
1460,56,38,IMPLEMENTASI APLIKASI E-REPORTING INFRASTRUCTURE ERI SEBAGAI MEDIA MONITORING PENGADUAN KERUSAKAN FASILITAS DI POLITEKNIK NEGERI MALANG,2.5272332205288083e-72
1461,56,6,PENERAPAN FUZZY C-MEANS PADA KLASTERISASI KARAKTERISTIK PENGUNJUNG WEBSITE PMB STT–PLN UNTUK MENINGKATKAN KEPADATAN KUNJUNGAN,1.0935748726342284e-35
1462,56,7,KLASTERISASI KEMIRIPAN JUDUL BERITA PALSU PADA BERITA DARING MENGGUNAKAN METODE FUZZY C-MEANS,1.1981493141311454e-28
1463,56,3,SISTEM PENENTUAN KATEGORI PERKARA PADA SUB BIDANG KOMPUTER FORENSIK PUSLABFOR BARESKRIM POLRI MENGGUNAKAN METODE LAPLACE SMOOTHING NAÏVE BAYES,2.904103147844681e-36
1464,56,4,KLASIFIKASI KESALAHAN EJAAN KATA PADA ABSTRAK ARTIKEL ILMIAH MENGGUNAKAN METODE LEVENSHTEIN DISTANCE,2.1654172450955085e-30
1465,56,3,PREDIKSI TINGKAT HBA1C PADA PENDERITA DIABETES DENGAN METODE C4 5 DAN K-MEANS,1.145831684694292e-22
1466,56,7,Klasifikasi Berita Hoax Pada Berita Berbahasa Indonesia Menggunakan Latent Dirichlet Allocation dan Vector Space Model,1.1481235708302079e-27
1467,56,7,KLASIFIKASI PROPOSAL PENELITIAN INTERNAL STT-PLN BERDASARKAN RENCANA INDUK PENELITIAN LPPM STT-PLN MENGGUNAKAN METODE MULTINOMIAL NAÏVE BAYES,1.9892771414772963e-43
1468,56,11,Prototype Pengaturan Suhu Bak Bambu pada Proses Peuyeumisasi Listrik Kerakyatan,5.274141321795775e-26
1469,56,31,Penentuan Baris tiang Listrik PT PLN Berdasarkan Densitas Populasi Bangunan Menggunakan Metode Self Organizing Map,2.3229478217395223e-34
1470,56,3,DETEKSI ANOMALI DATA PEMAKAIAN LISTRIK PELANGGAN PT PLN PERSERO AREA TANJUNG KARANG MENGGUNAKAN METODE DBSCAN,5.602721676463963e-41
1471,56,11,RANCANG BANGUN ALAT PENYIRAMAN OTOMATIS PADA PERTANIAN VERTIKAL BERBASIS ARDUINO MENGGUNAKAN ALGORITMA ADALINE,7.854750204985907e-26
1472,56,4,IMPLEMENTASI VECTOR SPACE MODEL PADA APLIKASI ANALISA SENTIMEN KEPUASAN PENGGUNA KERETA LISTRIK JABODETABEK BERDASARKAN MEDIA TWITTER,1.7527966192890352e-39
1473,56,31,RANCANG BANGUN MESIN PENJAWAB INFORMASI PENERIMAAN MAHASISWA BARU STT–PLN MENGGUNAKAN PENDEKATAN PEMROSESAN BAHASA ALAMI,2.3171639380716667e-41
1474,56,37,APLIKASI MEDIA PEMBELAJARAN PADA MATA KULIAH STRUKTUR DATA,1.7471919475862527e-21
1475,56,3,Penentuan Penerimaan Mahasiswa Terhadap Aplikasi Menghitung Invers Matrik Ordo 3x3 Dan 4x4 Dengan Pendekatan User Acceptance Test,2.1730130598083795e-37
1476,56,33,SISTEM INFORMASI PENELITIAN INTERNAL DOSEN PADA LEMBAGA PENELITIAN DAN PENGABDIAN KEPADA MASYARAKAT LPPM STT-PLN,2.0349544990987463e-36
1477,56,33,RANCANG BANGUN APLIKASI PENANGANAN KOMENTAR PELANGGAN MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER UNTUK MENINGKATKAN PELAYANAN TERHADAP PELANGGAN NOONAKU SIGNATURE,3.5275672983151144e-45
1478,56,37,Aplikasi Pembelajaran Metode Inferensi Berbasis Pemrograman Java,6.783657534100335e-23
1479,56,3,PENERAPAN METODE FCM FUZZY C-MEANS DALAM MENENTUKAN STATUS TAGIHAN KONSUMEN PADA PERANGKAT LUNAK webERP STUDI KASUS CCTV21 COM,3.510673029442804e-36
1480,56,34,Penerapan Sistem Computer AssistedTest CAT pada Proses Penerimaan Asisten Laboratorium Komputer Dasar dan Lanjut STT-PLN berbasis WEB dengan Menggunakan Metode Simple …,7.110533638764385e-48
1481,56,6,Penentuan Status Tagihan Pelanggan Menggunakan Fuzzy C-Means Pada Aplikasi Weberp,3.027551892842422e-20
1482,56,23,Perbaikan Sistem Stanford RTE pada Kalimat Mengandung Ekspresi Aritmatika,3.94253508297079e-05
1483,56,27,Rancang Bangun Aplikasi Inventarisasi Barang Dengan Studi Kasus DAOP 1 JAKARTA PT KAI Persero Menggunakan Metode Backward Chaining,1.1691781722228766e-41
1484,56,35,Pembuatan Pengetahuan Umum Untuk Bencana Alam Berdasarkan Wikipedia,5.40123390930646e-21
1485,56,38,Implementasi Aplikasi E-Reporting Infrastructure ERI Sebagai Media Monitoring Pengaduan Kerusakan Fasilitas Kampus,9.41896992460269e-58
1486,56,28,IMPLEMENTASI SISTEM INFORMASI PERPUSTAKAAN BERBASIS DESKTOP DI SMA NEGERI 6 MALANG DALAM PEMINJAMAN BUKU,2.3949069702384725e-57
1487,57,25,FUNDAMENTALISME DAN UPAYA DERADIKALISASI PEMAHAMAN AL-QURâ€™ AN DAN HADIS,8.23890543539454e-16
