No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
972,41,3,Pencatatan Dan Pemisahan Data Log Proxy Server Ke Dalam Database Menggunakan Model Otomata Mesin Turing Di STMIK PPKIA Pradnya Paramita Malang,1.2593442738813308e-45
973,41,37,PENGEMBANGAN SOFTWARE “VIRTUAL AJI SAKA” SEBAGAI ALAT BANTU UNTUK BELAJAR MENGENAL AKSARA JAWA DENGAN PENDEKATAN MULTIMEDIA,3.266497834677291e-38
974,41,28,IMPLEMENTASI SISTEM INFORMASI PERPUSTAKAAN BERBASIS DESKTOP DI SMA NEGERI 6 MALANG DALAM PEMINJAMAN BUKU,1.6391123741317017e-57
975,41,27,SISTEM PRESENSI MENGGUNAKAN NFC SMARTPHONE ANDROID DAN RASPBERRY PI STUDI KASUS POLITEKNIK NEGERI MALANG,3.584875198270297e-32
976,42,7,Klasifikasi Anjuran Larangan dan Informasi Hadits menggunakan Metode Naive Bayes Classifier,8.971079079430412e-40
977,42,3,EKSPERIMEN TEKNIK-TEKNIK KLASIFIKASI PADA DATA PERKEMBANGAN PROGRAM STUDI DI PERGURUAN TINGGI XYZ,1.4957589866884184e-27
978,42,3,Implementasi Klasifikasi untuk Prediksi Status Kredit Nasabah pada Kredit Kendaraan Bermotor,2.803907287084157e-25
979,42,9,IMPLEMENTASI ANALISA KEMIRIPAN TEKS UNTUK PENENTUAN DINAS PADA KELUHAN WARGA DI PEMERINTAHAN DAERAH,4.694334760408367e-59
980,43,4,Deteksi Bot Spammer pada Twitter Berbasis Sentiment Analysis dan Time Interval Entropy,2.0057128000560462e-20
981,43,24,Reduksi Dimensi Fitur Menggunakan Algoritma ALOFT Untuk Pengelompokan Dokumen,1.1932439893893868e-20
982,43,3,ANALISIS PERTUMBUHAN BALITA MENGGUNAKAN ALGORITMA KMEANS++ UNTUK MENGETAHUI RESIKO OBESITAS,2.5560209453360128e-39
983,43,28,Analisis Sentimen Terhadap Sistem Zonasi Berdasarkan Wilayah Menggunakan FK-NNC,1.4019473857489102e-39
984,43,7,Analisis Sentimen Tentang Opini Terhadap Performa Timnas Sepak Bola Indonesia Pada Twitter,1.20599123283233e-57
985,43,25,Identifikasi Keaslian Uang Kertas Menggunakan Metode K Nearest Neighbor,5.112988477489929e-47
986,43,28,ANALISIS SENTIMEN TERHADAP SISTEM ZONASI SEKOLAH BERDASARKAN WILAYAH MENGGUNAKAN FK-NNC,1.2465070718149773e-44
987,43,5,PENGEMBANGAN SISTEM PAKAR DIAGNOSIS PENYAKIT KELINCI DENGAN MENGGUNAKAN METODE CASE BASED REASONING,1.7313064283824778e-43
988,43,35,Pemetaan Secara Sistematis Pada Metrik Kualitas Perangkat Lunak,1.0688769253656084e-18
989,43,3, Penggalian Pola Sekuensial Pada Data Akses Pengguna Website Menggunakan Algoritma Prefixspan,1.1380320635473285e-23
990,44,38,Augmented Reality sebagai Alat Pengenalan Hewan Purbakala dengan Animasi 3D menggunakan Metode Single Marker,1.176626361091816e-35
991,44,38,Analisis Penggunaan Marker Tracking Pada Augmented Reality Huruf Hijaiyah,1.491271119578905e-21
992,44,38,Analisis Pemanfaatan Metode Markerless User Defined Target Pada Augmented Reality Sholat Shubuh,3.6931840577787607e-25
993,44,38,Analisis Dan Implementasi Metode Marker Based Tracking Pada Augmented Reality Pembelajaran Buah-Buahan,6.082826312393302e-26
994,44,38,Perancangan Aplikasi Kunjungan Kehamilan Berbasis Android,2.9635582531411005e-17
995,44,28,Sistem Pelacakan Posisi Kapal Berbasis Mobile Android dan Web Server,6.745744411937016e-20
996,44,38,Analisis Dan Pembuatan Rigging Karakter 3d Pada Animasi 3d “Jangan Bohong Dong”,8.284319460680871e-22
997,44,37,Analisis Dan Implementasi Mel Script Untuk Lighting Dan Rendering Pada Film Animasi 3d Robocube,8.4541858962327415e-19
998,44,14,Redesign Corporate Identity Pada PT Sentral Mega Konsultan,1.7148961689473337e-11
999,44,26,Pemanfaatan Sistem Informasi Terintegrasi untuk Pengembangan Perpustakaan di Politeknik Negeri Batam,2.332365216285033e-24
1000,44,38,Analisis dan Implementasi Cloud Recognition dan Device Storage Pada Augmented Reality Jenis Buah,7.666425252828161e-29
1001,44,14,Rancang Bangun Lab Komputer Virtual Berbasis Cloud Computing Menggunakan Ovirt Pada Jaringan Terpusat,5.785053237150806e-31
1002,44,38,AUGMENTED REALITY PENGENALAN JENIS HEWAN HERBIVORA 3D MENGGUNAKAN METODE SINGLE MARKER,6.25772334839869e-26
1003,44,16,ANALISIS PENGARUH MAC MEDIUM ACCESS CONTROL TERHADAP THROUGHPUT PADA WIRELESS LOCAL AREA NETWORK IEEE 80211 b OVER FIBER,5.444373587952895e-41
1004,45,35,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,7.773097117579471e-69
1005,45,28,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,6.961658016823824e-63
1006,45,31,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,6.411124848505716e-60
1007,45,25,Implementasi case-based-reasoning pada deteksi estrus sapi perah menggunakan sorensen coefficient,2.353605059392113e-13
1008,45,31,Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,2.3248414333635087e-67
1009,45,33,PENGEMBANGAN SISTEM INFORMASI PEMESANAN JASA TOUR & TRAVEL DI CV CAHAYA TRAVEL BERBASIS WEBSITE,8.009301847521437e-56
1010,45,5,Implementasi Case Based Reasoning Pada Sistem Pakar Deteksi Ketepatan Estrus Sapi Perah Menggunakan Sorensen Coefficient,5.0018529708416745e-43
1011,45,28,Sistem Informasi Manajemen Peternakan Burung Puyuh Independen Farm di Kota Malang,1.0883053990249923e-26
1012,45,25,Deteksi Tempat Kosong Pada Lahan Parkir Mobil Menggunakan Metode Vehicle Detection dan Edge Detection,8.166835531571484e-30
1013,46,20,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,9.275728652809606e-163
1014,46,3,Improvisasi Teknik Oversampling MWMOTE Untuk Penanganan Data Tidak Seimbang,1.9125740538486674e-48
1015,46,32,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel Studi kasus pada UKM Batik dan Bordir Desa Pakisaji Kabupaten Malang,3.2998477080542855e-45
1016,46,9,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,5.6389824726017634e-92
1017,46,19,Identifikasi Kualitas Terung Ungu berdasarkan Warna dan Tekstur menggunakan metode Jaringan Saraf Tiruan,8.320659231598815e-64
1018,46,33,Penerapan Metode TF-IDF untuk Chatbot pada Sistem Informasi Pelayanan Percetakan Online,4.509320104899849e-40
1019,46,33,IMPLEMENTASI METODE TF-IDF PADA APLIKASI CHATBOT BERBASIS WEB DALAM SISTEM PENJUALAN ONLINE STUDI KASUS  PERCETAKAN RADJA PRINTING,2.4204114104944427e-35
1020,46,3,PENERAPAN METODE FUZZY MAMDANI UNTUK PEMILIHAN PRODUK HERBALIFE BERDASARKAN PREDIKSI KESEHATAN KONSUMEN STUDI KASUS RUMAH NUTRISI FRESH CLUB,2.874660218983836e-37
1021,46,27,PENGEMBANGAN SISTEM INFORMASI BEBAN KERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFROMASI POLINEMA BERBASIS WEB Studi Kasus Politeknik Negeri Malang,3.609600014260536e-88
1022,46,7,Peringkasan multi-dokumen berita berdasarkan fitur berita dan part of speech tagging,1.4087689739820457e-23
1023,47,25,Deteksi Kondisi Lelah Berbasis Sinyal Electroencephalograph EEG Satu Kanal Menggunakan Linear Discriminant Analysist LDA,6.896515309300449e-22
1024,47,38,Pengembangan Aplikasi Basic Taekwondo Training System Berbasis Teknologi Real Time Motion Capture Menggunakan Microsoft Kinect,1.116418072298598e-22
1025,48,36,""" Analisis Pengaruh Penggunaan Game Edukasi pada Penguasaan Kosakata Bahasa Asing dengan Studi Kasus Game Edukasi Bahasa Arab",5.0171895330912165e-34
1026,48,31,Review Studi Literatur untuk Metode Pendeteksian God Class,2.1086852627258016e-21
1027,48,32,RANCANG BANGUN APLIKASI SIAKAD MENGGUNAKAN METODE USER CENTERED DESIGN,4.925773424254986e-48
1028,48,38,IMPLEMENTASI FISHER-YATES UNTUK PENGACAKAN OBJEK MEDIA PEMBELAJARAN HEWAN NUSANTARA PADA VIRTUAL REALITY ANDROID,4.8765584355955016e-55
1029,48,3,PROTOTYPING GO-FOOD BERDASARKAN EVALUASI PENGALAMAN PENGGUNA DENGAN METODE HEURISTIC EVALUATION,5.421613132867092e-26
1030,48,36,IMPLEMENTASI SCRUM MODEL DALAM PENGEMBANGAN GAME EDUKASI LALU LINTAS,2.6589693715532767e-43
1031,48,32,Perancangan dan Pembuatan Aplikasi Jual Beli Barang Bekas Praktikum Mahasiswa Polinema,1.6727630555034017e-56
1032,48,37,IMPLEMENTASI GAMIFICATION PADA SISTEM PEMBELAJARAN DARING STUDI KASUS DI LEMBAGA BIMBINGAN BELAJAR PRIMAGAMA,5.426596821751669e-43
1033,48,34,SISTEM INFORMASI PELAPORAN MONITORING DAN EVALUASI PEMBELAJARAN POLITEKNIK NEGERI MALANG,1.9536861629539165e-45
1034,48,28,Game Edukasi Lalu Lintas Berbasis Web untuk Meningkatkan Pemahaman Rambu Lalu Lintas,3.2092388429380684e-63
1035,48,12,RANCANG BANGUN PERANGKAT LUNAK UNTUK MONITORING HARGA PRODUK SEMEN INDONESIA DAN KINERJA AREA MANAGER PADA PERANGKAT BERGERAK DENGAN TEKNOLOGI QR CODE,2.9908182584399435e-54
1036,50,12,Normalisasi Tabel Pada Basisdata Relasional,0.0
1037,50,2,Implementasi nlp dengan konversi kata pada sistem chatbot konsultasi laktasi,7.036607270789952e-12
1038,50,7,Pengembangan Aplikasi Munsell Soil Color Detection Chart Index Menggunakan Metode Support Vector Machine,4.7946681726026114e-58
1039,50,3,Pengembangan sistem pendukung keputusan penjurusan bagi siswa baru menggunakan metode naive bayes,2.8640602210087553e-31
1040,50,38,Rancang Bangun Aplikasi Pembelajaran Bahasa Inggris untuk Anak-Anak Menggunakan Teknologi Kinect,3.420227715596044e-25
1041,50,25,Identifikasi Penyakit pada Daun Tomat Berdasarkan Fitur Warna dan Tekstur,8.69910164108279e-50
1042,50,28,Implementasi Case-Based Reasoning Pada Pemanggilan Surat Al Quran Untuk Penyandang Disabilitas Tangan Berbasis Android,8.241201934817628e-49
1043,50,5,PENGEMBANGAN SISTEM PAKAR UNTUK MENDIAGNOSA INFEKSI SALURAN PERNAPASAN AKUT ISPA MENGGUNAKAN METODE CERTAINTY FACTOR,3.385512058940248e-34
1044,50,2,Implementasi FSM Finite State Machine Pada Game Surabaya Membara,2.6362084101914122e-33
1045,50,30,Pengembangan sistem peramalan jumlah penggunaan tenaga listrik di PPPPTK VEDC Malang,5.594630314852094e-47
1046,50,31,Implementasi Metode AHP untuk Rekomendasi Tempat Kost pada Aplikasi Kost Online,9.32561855644328e-21
1047,50,3,Peramalan Penjualan Sparepart Motor Honda Menggunakan Metode Trendmoment Studi Kasus AHASS MOTOR PARE,3.565552143211148e-54
1048,50,38,Rancang Bangun Aplikasi Pembelajaran Tarian Tradisional Menggunakan Kinect,1.7619630424062786e-19
1049,50,5,Sistem Pakar untuk Mendiagnosa Penyakit Kusta Menggunakan Metode Backward Chaining Studi Kasus Upt Puskesmas Talango-sumenep,2.1831449661658984e-50
1050,50,32,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,6.07674086674339e-65
1051,50,9,SISTEM INFORMASI AKUNTASI SAKTIPOL UNTUK PENGELOLAAN KEUANGAN PRODUK BATIK DAN BORDIR DI DESA PAKISAJI KABUPATEN MALANG,5.6389824726017634e-92
1052,50,28,PENCARIAN RUTE TERDEKAT PELAKU USAHA MIKRO KECIL DAN MENENGAH DI KABUPATEN MALANG PADA ANDROID DENGAN MENGGUNAKAN METODE FLOYD WARSHALL STUDI KASUS DI DISKOMINFO KABUPATEN …,4.181914890591231e-86
1053,50,21,Identifikasi Kualitas Biji Jagung Manis Layak Jual dari Warna dan Tekstur Menggunakan HSV dan Gray Level Run Length Matrix GLRLM,3.145750979891008e-82
1054,50,19,Identifikasi Kualitas Terung Ungu berdasarkan Warna dan Tekstur menggunakan metode Jaringan Saraf Tiruan,8.320659231598815e-64
1055,50,30,Sistem Informasi Peramalan Jumlah Produksi Ikan pada Dinas Perikanan Kab Malang Menggunakan Metode SARIMA,5.097528872669589e-51
1056,50,23,IDENTIFIKASI KUALITAS DAUN BAYAM DENGAN GRAY LEVEL CO-OCCURRENCE MATRIX GLCM DAN YUV COLOR MOMENTS,4.0771346020408695e-49
1057,50,7,Analisis Sentimen Tentang Opini Terhadap Performa Timnas Sepak Bola Indonesia Pada Twitter,1.20599123283233e-57
1058,50,32,evaluasi dan perancangan user interface dan user experience menggunakan metode heuristic evaluation dan human centered design pada website kabupaten jembrana,4.168132795477437e-64
1059,50,7,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap RKUHP Tahun 2019,6.659745322132747e-52
1060,50,4,Implementasi Analisis Sentimen Twitter Mengenai Opini Masyarakat Terhadap Rancangan Kitab Undang-Undang Hukum Pidana RKUHP Tahun 2019,3.804907335891681e-88
1061,50,30,PERAMALAN HARGA BAHAN POKOK MENGGUNAKAN SUPPORT VECTOR REGRESSION,4.31373249211686e-71
1062,50,30,SISTEM PERAMALAN DAN PEMANTAUAN JUMLAH PRODUKSI IKAN BERBASIS WEB DENGAN METODE Seasonal Autoregressive Integrated Moving Average SARIMASTUDI KASUS DINAS PERIKANAN KAB MALANG,4.652555120967879e-94
1063,50,38,APLIKASI MEDIA PEMBELAJARAN PENGENALAN ALAT MUSIK TRADISIONAL INDONESIA MENGGUNAKAN AUGMENTED REALITY BERBASIS ANDROID,5.318198198181469e-31
1064,50,35,PELATIHAN ADMINISTRASI PERKANTORAN MICROSOFT OFFICE UNTUK WARGA DAN PERANGKAT DESA KARANGDUREN KEC PAKISAJI KAB MALANG,1.027914745835538e-83
1065,50,27,SISTEM PENJADWALAN SERTIFIKASI DAN PENGINGAT PEGAWAI DI PT PERTAMINA EP ASSET 4 POLENG FIELD,2.1290147753718616e-47
1066,50,38,IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,4.5167089490302176e-32
1067,50,32,PENERAPAN TEKNOLOGI INFORMASI UNTUK PROSES PRODUKSI DAN PEMASARAN PRODUK BATIK DAN BORDIR DI PAKISAJI KAB MALANG,3.174704675948944e-70
1068,50,25,Ekstraksi Fitur Citra Buah Salak Untuk Penentuan Mutu Buah Salak Menggunakan Pengolahan Citra Digital,1.8562893852764067e-58
1069,50,25,Deteksi Kesegaran Daging Sapi Berdasarkan Ekstraksi Fitur Warna dan Tekstur,7.130623984220184e-55
1070,50,20,IDENTIFIKASI AKOR GITAR MENGGUNAKAN ALGORITMA FAST FOURIER TRANSFORM FFT BERBASIS ANDROID,3.6911274080664107e-50
1071,50,2,Implementasi FSM Finite State Machine Pada Game Surabaya Membara,2.6362084101914122e-33
1072,50,25,Identifikasi Dan Prediksi Tingkat Kematangan Pisang Candi Dengan Fitur Warna Dan Tekstur Menggunakan Metode K-Nearest Neighbor,5.946922717050894e-76
1073,50,36,PENGEMBANGAN GAME 2D KESEHATAN MULUT DAN GIGI MENGGUNAKAN METODE ANALYTICAL HEURARCHY PROCESS,6.35161338890235e-28
1074,50,33,SISTEM PELAYANAN KESEHATAN TERPADU BERBASIS IOT PADA FASILITAS KESEHATAN,3.8342151385671124e-45
1075,50,25,Rancang Bangun Pemantauan Ketersediaan Lahan Parkir Mobil Menggunakan Metode Canny Edge Detection,1.533456704980402e-38
1076,50,2,Game Petualangan Andi Dengan Metode Fuzzy Sugeno Dan MRNG,1.7187698771463275e-30
1077,50,36,RANCANG BANGUN GAME BALAP UNTUK PENGGUNA SEPEDA STATIS BASIS KINECT,1.9106993343657858e-17
1078,50,36,PENGEMBANGAN GAME 2D “MOOTEE” MENGGUNAKAN METODE AHP,6.974583223371186e-31
1079,50,25,IDENTIFIKASI KUALITAS IKAN BANDENG BERDASARKAN WARNA MATA IKAN MENGGUNAKAN METODE BACKPROPAGATION,6.6533153801884804e-59
1080,50,31,PERAMALAN CALON JUARA LIGA SEPAKBOLA DENGAN MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS AHPSTUDI KASUS LIGA CHAMPIONS EROPA 2018,3.749209967688496e-25
1081,50,24,Pengenalan Tas Ransel Pada Citra Digital Dengan Ekstraksi Fitur Tekstur Menggunakan Metode Gray Level Co-occurrence Matrix,6.103984628527785e-55
1082,50,2,Pengembangan Game Marine Ecosystem Hero Menggunakan Fuzzy Logic,2.092607293967688e-24
1083,50,38,GAME2D PENGENALAN RUMAH ADAT INDONESIA MENGGUNAKAN METODE FUZZY LOGIC,1.899823973475054e-44
1084,50,36,GAME EDUKASI PENGENALAN BENDA “THINGS AROUND ME” DALAM BAHASA INGGRIS,2.2541974413950616e-22
1085,50,14,Pengembangan Sistem Informasi Security Clearance Identification Berbasis Rfid Di PT Angkasa Pura I Juanda Surabaya,8.93874644324779e-39
1086,50,1,SISTEM PENENTU KELAYAKAN DALAM PEMBIAYAAN KEPEMILIKAN MOBIL PADA BANK SYARIAH BUKOPIN,5.288724670881245e-47
1087,50,20,RANCANG BANGUN IMPLEMENTASI STEGANOGRAFI AUDIO MENGGUNAKAN METODE LEAST SIGNIFICANT BIT LSB DENGAN KOMBINASI ALGORITMA BLOWFISH,1.0551461525891784e-35
1088,50,30,Analisis Dan Rancang Bangun Sistem Informasi Peramalan Tingkat Penjualan Produk Telkom,4.166295657902066e-26
1089,50,5,Analisis dan Perancangan Sistem Pakar Penentuan Penyakit Kucing Menggunakan Metode Forward Chaining Berbasis Web,2.151933217021576e-58
1090,50,14,Simulasi Perancangan Denah Virtual Reality dan Digital Signage di Mall,5.2747175546501275e-17
1091,51,23,Deteksi Kanker Kulit Melanoma dengan Linear Discriminant Analysis-Fuzzy k-Nearest Neigbhour Lp-Norm,3.91033680465849e-17
1092,51,7,Klasifikasi Menggunakan Kombinasi Multilayer Perceptron dan Aligment Particle Swarm Optimization,4.615757123134837e-20
1093,51,25,Deteksi Ikan Bandeng Berformalin Berdasarkan Citra Insang Menggunakan Metode Naive Bayes Classifier,5.4371057424490955e-49
1094,51,30,Penerapan Metode Single Exponential Smoothing Menggunakan Pendekatan Adaptif Pada Peramalan Jumlah Pelanggan dan Kebutuhan Air Pada PDAM Kota Probolinggo,6.295359229530306e-74
1095,51,25,Segmentasi Penyakit Pada Citra Daun Tebu Menggunakan Fuzzy C Means–Support Vector Machine Dengan Fitur Warna A,1.772856704805596e-38
1096,51,2,Penerapan Algoritma A* Untuk Penentuan Jalur Pendakian Terbaik Pada Game Petualangan 3D,2.827318487658328e-74
1097,51,31,Sistem Pendukung Keputusan Penentuan Penerimaan Mahasiswa Baru Jalur Bidikmisi Menggunakan Metode Topsis Studi Kasus Politeknik Negeri Malang,4.903459143110441e-77
1098,51,31,Sistem Pendukung Keputusan Guru Berprestasi Berbasis Java Desktop Dengan Penggabungan Metode SAW dan Topsis,5.505930730940258e-32
1099,51,31,SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN RUMAH SAKIT DENGAN PELAYANAN RAWAT INAP TERBAIK,1.2104350165206261e-23
1100,51,27,Penerapan Aplikasi Up-Event pada Tata Kelola Kegiatan Multi Vendor,1.432838638640204e-32
1101,51,34,PENGARUH KEGIATAN CORPORATE SOCIAL RESPONSIBILITY PADA PERGURUAN TINGGI DAN DAMPAKNYA TERHADAP CITRA PERGURUAN TINGGI DAN LOYALITAS MAHASISWA,1.553458553603698e-40
1102,51,31,Sistem Pengambil Keputusan Rekomendasi Lokasi Wisata Malang Raya Dengan Metode MOORA,4.297805867650753e-29
1103,51,7,Kombinasi Metode Logical Binary Pattern dan K-Nearest Neighbor untuk Identifikasi Lubang pada Jalan Aspal,1.9105827242506178e-50
1104,51,31,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN LOKASI PETERANAKAN AYAM PETELUR MENGGUNAKAN METODE WEIGHTED AGGREGATED SUM PRODUCT ASSESSMENT,2.5366983465231337e-64
1105,51,25,IDENTIFIKASI KESEGARAN IKAN LAUT BERDASARKAN CITRA HUE SATURATION VALUE DAN MORFOLOGI,9.700073920996576e-52
1106,51,27,PENGEMBANGAN SISTEM INFORMASI DISSOLVED GAS ANALYSIS DGA PADA TRANSFORMATOR DAYA,2.255344058878344e-21
1107,51,31,PEMILIHAN KANAL YOUTUBE PEMBELAJARAN ANDROID TERBAIK MENGGUNAKAN METODE MOORA DAN BORDA,2.5934978807509408e-15
1108,51,31,Perbandingan Metode MOORA Dengan TOPSIS Dalam Perancangan Sistem Rekomendasi Pemilihan Jurusan Untuk Siswa Sekolah Menengah Atas SMA,1.986974521831068e-79
1109,51,33,SISTEM INFORMASI PELAYANAN PERIZINAN PADA KECAMATAN SIP3K GEMPOL BERBASIS WEBSITE,2.47144914357103e-25
1110,51,7,PENGGUNAAN METODE LOCAL BINARY PATTERN DAN KLASIFIKASI K-NEAREST NEIGHBOR KNN UNTUK MENGINDENTIFIKASI LUBANG PADA JALAN ASPAL,7.682534643604698e-56
1111,51,25,KLASIFIKASI JENIS TANAMAN MANGGA BERDASARKAN BENTUK DAN TEKSTUR DAUN MENGGUNAKAN K-NEAREST NEIGHBOR KNN,2.488091430622665e-70
1112,51,36,Pengembangan Sistem Pengenalan Motif Batik Tradisional Berbasis Mobile,4.215356603669412e-43
1113,51,7,IMPLEMENTASI METODE SUPPORT VECTOR MACHINE UNTUK DIAGNOSIS FAULT PADA TRANSFORMATOR DAYA,1.843428152022864e-38
1114,51,31,Sistem Pendukung Keputusan Berbasis Web Rekomendasi Pekerjaan Bagi Lulusan JTI Polinema Dengan Metode SAW,7.517617078282123e-58
1115,51,31,Sistem Pendukung Keputusan Untuk Menentukan Jenis Investasi Menggunakan Metode Fuzzy Dan Cost Benefit Analysis,1.0394150336828648e-63
1116,51,31,PENENTUAN ONLINE SHOP TERBAIK MENGGUNAKAN METODE TOPSIS,7.62443939784752e-20
1117,51,7,Rekomendasi Artikel Terkait Pada Berita Online Menggunakan Teknik Text Mining,1.2894886798573784e-50
1118,51,25,Ekstraksi Fitur Citra Buah Salak Untuk Penentuan Mutu Buah Salak Menggunakan Pengolahan Citra Digital,1.8562893852764067e-58
1119,51,25,Deteksi Kesegaran Daging Sapi Berdasarkan Ekstraksi Fitur Warna dan Tekstur,7.130623984220184e-55
1120,51,23,Klasifikasi Kualitas Biji Jagung Berdasarkan Deteksi Warna dan Bentuk Menggunakan Metode K-Nearest Neighbor,3.494422223132522e-67
1121,51,31,PENGEMBANGAN APLIKASI E–PKDRT MENGGUNAKAN METODE FUZZY TSUKAMOTO BERBASIS ANDROID STUDI KASUS= DP3AP2KB,1.036536177667914e-54
1122,51,36,GAME EDUKASI 2D TENTANG RAMBU–RAMBU DAN TATA TERTIB BERLALU LINTAS DENGAN METODE FUZZY SUGENO BERBASIS ANDROID,3.759912792813845e-72
1123,51,3,PENERAPAN ALGORITMA K-MEANS CLUSTERING UNTUK MENENTUKAN PEMBAGIAN KELAS SISWA BARU,1.595901347630574e-45
1124,51,30,Perancangan Sistem Penunjang Keputusan Pengendalian Stok Barang Dengan Metode Triple Exponential Smoothing,5.769797175607231e-31
1125,51,25,SEGMENTASI PENYAKIT PADA CITRA DAUN TEBU MENGGUNAKAN METODE HYBRID ARTIFICIAL BEE COLONY-FUZZY C MEANS,1.4904920010156846e-26
1126,51,19,Pengenalan Chord Otomatis Menggunakan Haar Wavelet dan Jaringan Syaraf Tiruan Hopfield,2.803333286598824e-26
1127,53,35,PELATIHAN LESSON PLAN BERDASARKAN PEMBELAJARAN KONSTRUKTIVISTIK BERBASIS MULTIMEDIA BAGI GURU SMA,5.964089505351217e-53
1128,53,35,Kontribusi Ergonomi Komputer Kelengkapan Fasilitas dan Kesesuaian Fasilitas Praktik terhadap Kesehatan Ergonomi Komputer Studi Paket Keahlian Multimedia Upt Pelatihan Kerja …,5.117504101704347e-47
1129,54,7,Implementasi Twitter Sentiment Analysis Untuk Review Film Menggunakan Algoritma Support Vector Machine,2.972476058685705e-28
1130,54,3,Implementasi Teknik Crawling Untuk Pengumpulan Data Dari Media Sosial Twitter,6.678002624188891e-21
1131,54,2,IMPLEMENTASI NLP DENGAN KONVERSI KATA PADA SISTEM CHATBOT KONSULTASI LAKTASI,7.036607270789952e-12
1132,54,26,Analisis dan Desain Sistem Informasi Akademik Politeknik Negeri Malang Menggunakan Metode Rapid Application Development RAD,1.0922680794807146e-37
1133,54,3,Implementasi Text Mining Pada Website/Blog Di Internet Untuk Menilai Kinerja Suatu Organisasi,1.0142462176747018e-52
1134,54,7,IMPLEMENTASI SENTIMEN ANALISIS KOMENTAR CHANNEL VIDEO PELAYANAN PEMERINTAH DI YOUTUBE MENGGUNAKAN ALGORITMA NAÏVE BAYES,1.2271386366586812e-30
1135,54,4,Implementasi Explicit Semantic Analysis Berbahasa Indonesia Menggunakan Corpus Wikipedia Indonesia,1.274219031056972e-15
1136,54,31,Sistem Pendukung Keputusan Dengan Menerapkan Metode ELECTRE dalam Menentukan Prioritas Calon Debitur,4.537592425996319e-53
1137,54,38,Penerapan Library AR JS untuk Pembuatan Augmented Reality Sebagai Media Pembelajaran Pengenalan Hewan,2.4592412352295563e-76
1138,54,3,Improvisasi Teknik Oversampling MWMOTE Untuk Penanganan Data Tidak Seimbang,1.9125740538486674e-48
1139,54,35,Hasil Pengujian Aplikasi Permainan Pada Anak Usia 7-11 Tahun Untuk Meningkatkan Konsentrasi,1.7253195206546874e-85
